section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
VARC,VARC-RC3,3,mcsc,markdown,"Video games tell stories in a way no older medium can: the audience does not merely watch events unfold but participates in bringing them about. A novelist decides exactly what happens on each page, and a filmmaker fixes every shot in a set order. A game designer, by contrast, must build a world in which the player's own choices help shape the tale. This shift from telling a story to enabling one is the defining challenge of narrative design in games.

The freedom that makes games distinctive also creates a tension. The more genuine control a player is given, the harder it becomes for designers to guarantee a satisfying dramatic shape. A story that can unfold in a thousand ways risks feeling shapeless, while one that funnels every player toward the same ending can make their choices feel like an illusion. Designers speak of this as the conflict between agency, the player's sense that their decisions matter, and authorship, the crafted arc that gives a story its emotional force.

Different games strike the balance differently. Some offer branching plots in which early decisions lead to genuinely distinct conclusions, at the cost of enormous extra writing that most players will never see. Others keep a fixed main storyline but let players colour it with optional side quests and small choices that alter tone rather than outcome. A few abandon authored plot almost entirely, scattering fragments of story through an environment for players to assemble in their own order and at their own pace.

None of these approaches is simply correct. Each trades away something to gain something else, and the right choice depends on what a particular game is trying to make its players feel. What unites them is the recognition that in an interactive medium, the player is never only an audience.

**Which statement about narrative design does the passage most support?**",,260,,,,2,,Optional side quests usually change a game's final ending significantly,Greater player freedom tends to make a shaped ending harder to ensure,Branching plots are always the most satisfying form of game narrative,"Fragmentary, scattered storytelling appeals to the very widest audience",,,VARC/reading-comprehension,0.5
VARC,VARC-RC3,4,mcsc,markdown,"Video games tell stories in a way no older medium can: the audience does not merely watch events unfold but participates in bringing them about. A novelist decides exactly what happens on each page, and a filmmaker fixes every shot in a set order. A game designer, by contrast, must build a world in which the player's own choices help shape the tale. This shift from telling a story to enabling one is the defining challenge of narrative design in games.

The freedom that makes games distinctive also creates a tension. The more genuine control a player is given, the harder it becomes for designers to guarantee a satisfying dramatic shape. A story that can unfold in a thousand ways risks feeling shapeless, while one that funnels every player toward the same ending can make their choices feel like an illusion. Designers speak of this as the conflict between agency, the player's sense that their decisions matter, and authorship, the crafted arc that gives a story its emotional force.

Different games strike the balance differently. Some offer branching plots in which early decisions lead to genuinely distinct conclusions, at the cost of enormous extra writing that most players will never see. Others keep a fixed main storyline but let players colour it with optional side quests and small choices that alter tone rather than outcome. A few abandon authored plot almost entirely, scattering fragments of story through an environment for players to assemble in their own order and at their own pace.

None of these approaches is simply correct. Each trades away something to gain something else, and the right choice depends on what a particular game is trying to make its players feel. What unites them is the recognition that in an interactive medium, the player is never only an audience.

**The author concludes the passage chiefly in order to:**",,330,,,,1,,"stress that no approach is best, since each trades off against the others",warn designers against giving players too much freedom in a story,predict that games will soon surpass novels as a form of art,argue that branching narratives will eventually replace all fixed storylines,,,VARC/reading-comprehension,1
VARC,VARC-JUMBLE-1,1,mcsc,markdown,"The four sentences below, when correctly ordered, form a coherent paragraph.

(1) For decades the negatives sat forgotten in studio vaults, slowly decaying in the heat.
(2) Early cinema survives today only in fragments, much of it lost to simple neglect.
(3) When technicians finally reopened the cans, they found images no living audience had seen.
(4) A few studios have since made the painstaking recovery of these reels a point of pride.

**Select the correct order.**",,205,,,,3,,"1, 2, 3, 4","3, 2, 1, 4","2, 1, 3, 4","2, 3, 1, 4",,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-2,1,mcsc,markdown,"The four sentences below, when correctly ordered, form a coherent paragraph.

(1) Vinyl, long dismissed as a dead format, has quietly returned to the shelves of record shops.
(2) Collectors argue that the warmth of analogue sound is well worth the inconvenience.
(3) Streaming made music weightless, infinite and, to some ears, oddly disposable.
(4) The revival is less about fidelity, then, than about owning something you can hold.

**Select the correct order.**",,210,,,,2,,"1, 3, 2, 4","3, 1, 2, 4","1, 2, 3, 4","3, 2, 1, 4",,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-3,1,mcsc,markdown,"The four sentences below, when correctly ordered, form a coherent paragraph.

(1) Independent developers, working in tiny teams, began releasing games no major publisher would fund.
(2) For years the industry had chased ever bigger budgets and ever safer sequels.
(3) Some of these small titles went on to outsell the blockbusters they were meant to rival.
(4) Freed from corporate caution, they experimented with strange stories and stranger mechanics.

**Select the correct order.**",,210,,,,1,,"2, 1, 4, 3","1, 2, 4, 3","2, 1, 3, 4","1, 2, 3, 4",,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-4,1,mcsc,markdown,"The four sentences below, when correctly ordered, form a coherent paragraph.

(1) The result is a strange democracy in which a masterpiece and a selfie compete for the same glance.
(2) Museums once asked their visitors to stand still and to look for a long time.
(3) Now those same visitors move through the galleries at the pace of a feed, phones raised.
(4) Yet curators remain reluctant to ban the very cameras that also fill their halls.

**Select the correct order.**",,300,,,,2,,"3, 2, 1, 4","2, 3, 1, 4","2, 3, 4, 1","2, 1, 3, 4",,,VARC/para-jumble,1
VARC,VARC-ODD-1,1,mcsc,markdown,"Four of the five sentences below belong together; one does not.

(1) A well-drawn protagonist gives the audience someone whose fate they cannot help tracking.
(2) Conflict is the engine that keeps a plot moving from one scene into the next.
(3) Dialogue does its best work when it reveals character without ever announcing it.
(4) A distributor's marketing budget often decides how many screens a film opens on.
(5) A satisfying ending quietly pays off the promises the opening scene had made.

**Which sentence is the odd one out?**",,180,,,,3,,Sentence 2,Sentence 1,Sentence 4,Sentence 3,Sentence 5,,VARC/odd-one-out,0.5
VARC,VARC-ODD-2,1,mcsc,markdown,"Four of the five sentences below belong together; one does not.

(1) A low camera angle can make a character loom, suddenly powerful, over the frame.
(2) Slow fades between shots let a scene breathe and signal the quiet passing of time.
(3) A rights clearance must be secured before any archived footage can be legally reused.
(4) Desaturated colour tends to drain a scene of its warmth and leave it feeling bleak.
(5) Handheld camerawork lends a jittery rawness that a locked-off tripod never could.

**Which sentence is the odd one out?**",,180,,,,1,,Sentence 3,Sentence 1,Sentence 4,Sentence 5,Sentence 2,,VARC/odd-one-out,0.5
VARC,VARC-ODD-3,1,mcsc,markdown,"Four of the five sentences below belong together; one does not.

(1) A radio drama asks its listeners to build every set and face inside their own heads.
(2) The intimacy of a voice in headphones can feel closer than any image on a screen.
(3) Sound designers layer footsteps and wind to place a listener firmly inside a scene.
(4) A single pause in the narration can carry more tension than a page of description.
(5) Billboards rely on one bold image glimpsed for a second from a passing car.

**Which sentence is the odd one out?**",,180,,,,2,,Sentence 3,Sentence 5,Sentence 2,Sentence 4,Sentence 1,,VARC/odd-one-out,0.5
VARC,VARC-SUMMARY-1,1,mcsc,markdown,"Film festivals present themselves as showcases for bold, uncommercial work, yet the economics tell a subtler story. A prize at a major festival can turn an unknown title into a distributor's target overnight, and the buzz of a premiere is a marketing asset that money alone cannot buy. Filmmakers, in turn, tailor their work and their timing to the festival calendar, chasing the validation that unlocks funding for the next project. Far from standing apart from the market, the festival has become one of its most efficient engines.

**Which option best summarises the paragraph?**",,220,,,,4,,Filmmakers increasingly schedule their productions around the festival calendar to earn the approval of critics and juries.,"Festivals ought to return to their founding mission of promoting difficult, uncommercial work rather than publicity.",A prize at a major festival can turn an unknown title into a distributor's target and win it public attention.,"Though festivals seem to reward art over commerce, they in fact work as a marketplace that shapes and sells films.",,,VARC/summary,0.5
VARC,VARC-SUMMARY-2,1,mcsc,markdown,"Recommendation algorithms promise to free listeners from the tyranny of the mainstream, surfacing obscure artists a radio station would never play. In practice the effect is often the reverse. Because the systems learn from what most people already enjoy, they tend to funnel millions of users toward the same safe, familiar tracks. The obscure song still exists in the catalogue, but the machinery is built to bury it. What looks like infinite choice can quietly narrow into a single well-worn groove.

**Which option best summarises the paragraph?**",,220,,,,4,,"Recommendation algorithms learn from collective behaviour, so their suggestions steadily improve as more people use them.",Listeners would discover far more unusual music if they simply ignored the recommendations their apps keep pushing.,Streaming catalogues now hold millions of obscure songs that radio stations were never willing to play at all.,Music recommendation systems promise to broaden taste but tend to steer listeners toward the same popular tracks.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-3,1,mcsc,markdown,"The idea of the lone author has always been something of a convenient fiction, but franchise cinema has made its emptiness impossible to ignore. A modern blockbuster is assembled by hundreds of hands, its script revised by committee, its images finished by studios on three continents, its shape set as much by a release schedule as by any vision. To ask who its author is may simply be the wrong question. The more honest one is whether authorship, as we have understood it, describes anything real about how such films come to exist.

**Which option best summarises the paragraph?**",,320,,,,3,,Films would surely be better if one strong creative vision guided them instead of a corporate release schedule.,Modern blockbuster scripts are revised by committees and their images finished by studios spread across three continents.,"Franchise filmmaking, built by many hands, casts doubt on whether the idea of a single author still means anything.","The notion of the lone author was always a fiction, though only now has the film industry admitted it openly.",,,VARC/summary,1
DILR,DILR-1,1,mcsc,markdown,"At an independent film festival, five feature films are shown one after another in five consecutive screening slots, from Slot 1 (the earliest) to Slot 5 (the latest). Each film takes exactly one slot. The five films are Amber, Comet, Drift, Ember and Frost.

- Amber is screened in the slot immediately after Ember.
- Frost is screened in an earlier slot than Comet, with exactly two films screened between them.
- Drift is screened before Ember, but not in the slot immediately before Ember.

**Which film is screened in Slot 1?**",,220,,,,4,,Ember,Frost,Amber,Drift,,,DILR/logic,0.5
DILR,DILR-1,2,mcsc,markdown,"At an independent film festival, five feature films are shown one after another in five consecutive screening slots, from Slot 1 (the earliest) to Slot 5 (the latest). Each film takes exactly one slot. The five films are Amber, Comet, Drift, Ember and Frost.

- Amber is screened in the slot immediately after Ember.
- Frost is screened in an earlier slot than Comet, with exactly two films screened between them.
- Drift is screened before Ember, but not in the slot immediately before Ember.

**Which film is screened in the slot immediately before Comet?**",,220,,,,1,,Amber,Frost,Ember,Drift,,,DILR/logic,0.5
DILR,DILR-1,3,mcsc,markdown,"At an independent film festival, five feature films are shown one after another in five consecutive screening slots, from Slot 1 (the earliest) to Slot 5 (the latest). Each film takes exactly one slot. The five films are Amber, Comet, Drift, Ember and Frost.

- Amber is screened in the slot immediately after Ember.
- Frost is screened in an earlier slot than Comet, with exactly two films screened between them.
- Drift is screened before Ember, but not in the slot immediately before Ember.

**How many films are screened between Ember and Comet?**",,200,,,,1,,One,None,Two,Three,,,DILR/logic,0.5
DILR,DILR-2,1,mcsc,markdown,"Ad Revenue by Digital Platform (Rs crore)
| Platform | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Vibe | 120 | 150 | 180 |
| Pulse | 90 | 120 | 150 |
| Reel | 60 | 75 | 90 |
| Spark | 30 | 45 | 60 |

**Which platform earned the highest total ad revenue across the three quarters?**",,210,,,,1,,Vibe,Reel,Pulse,Spark,,,DILR/di-table,0.5
DILR,DILR-2,2,mcsc,markdown,"Ad Revenue by Digital Platform (Rs crore)
| Platform | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Vibe | 120 | 150 | 180 |
| Pulse | 90 | 120 | 150 |
| Reel | 60 | 75 | 90 |
| Spark | 30 | 45 | 60 |

**What was the total ad revenue earned by all four platforms in Q2?**",,205,,,,1,,Rs 390 crore,Rs 300 crore,Rs 360 crore,Rs 480 crore,,,DILR/di-table,0.5
DILR,DILR-2,3,mcsc,markdown,"Ad Revenue by Digital Platform (Rs crore)
| Platform | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Vibe | 120 | 150 | 180 |
| Pulse | 90 | 120 | 150 |
| Reel | 60 | 75 | 90 |
| Spark | 30 | 45 | 60 |

**By what percentage did Vibe's ad revenue grow from Q1 to Q3?**",,215,,,,3,,60%,33.33%,50%,25%,,,DILR/di-table,0.5
DILR,DILR-2,4,mcsc,markdown,"Ad Revenue by Digital Platform (Rs crore)
| Platform | Q1 | Q2 | Q3 |
|---|--:|--:|--:|
| Vibe | 120 | 150 | 180 |
| Pulse | 90 | 120 | 150 |
| Reel | 60 | 75 | 90 |
| Spark | 30 | 45 | 60 |

**Pulse's Q3 revenue was approximately what share of the total Q3 revenue of all platforms?**",,220,,,,4,,33.33%,37.50%,30.00%,31.25%,,,DILR/di-table,0.5
DILR,DILR-3,1,mcsc,markdown,"Genre-wise Film Releases and Ratings (last year)
| Genre | Releases | Avg Rating (of 10) | Box Office (Rs crore) |
|---|--:|--:|--:|
| Drama | 14 | 7.5 | 300 |
| Comedy | 15 | 6.0 | 375 |
| Thriller | 8 | 8.5 | 200 |
| Romance | 12 | 6.5 | 240 |
| Action | 6 | 7.0 | 180 |

**How many films were released in total across all five genres?**",,200,,,,2,,51,55,45,50,,,DILR/di-table,0.5
DILR,DILR-3,2,mcsc,markdown,"Genre-wise Film Releases and Ratings (last year)
| Genre | Releases | Avg Rating (of 10) | Box Office (Rs crore) |
|---|--:|--:|--:|
| Drama | 14 | 7.5 | 300 |
| Comedy | 15 | 6.0 | 375 |
| Thriller | 8 | 8.5 | 200 |
| Romance | 12 | 6.5 | 240 |
| Action | 6 | 7.0 | 180 |

**Which genre recorded the highest average rating?**",,195,,,,1,,Thriller,Comedy,Drama,Romance,,,DILR/di-table,0.5
DILR,DILR-3,3,mcsc,markdown,"Genre-wise Film Releases and Ratings (last year)
| Genre | Releases | Avg Rating (of 10) | Box Office (Rs crore) |
|---|--:|--:|--:|
| Drama | 14 | 7.5 | 300 |
| Comedy | 15 | 6.0 | 375 |
| Thriller | 8 | 8.5 | 200 |
| Romance | 12 | 6.5 | 240 |
| Action | 6 | 7.0 | 180 |

**What was the average box-office collection per Comedy film?**",,205,,,,3,,Rs 20 crore,Rs 15 crore,Rs 25 crore,Rs 30 crore,,,DILR/di-table,0.5
