section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
VARC,VARC-ODD-2,1,mcsc,markdown,"Five sentences are given below, labelled 1 to 5. Four of them can be arranged to form a coherent paragraph. Identify the sentence that does not belong.

(1) Experts seldom deliberate over the moves that most impress onlookers; they recognise a familiar pattern and act before reasons are available to them.
(2) Such fluency is bought by long exposure to situations that return prompt and unambiguous feedback.
(3) Where the feedback is delayed or noisy, however, long experience yields confidence without yielding accuracy.
(4) Novices, by contrast, report that they enjoy the earliest stages of learning a craft far more than the later ones.
(5) Intuition therefore deserves trust only after one has asked what the environment has actually been teaching.

**Which sentence is the odd one out?**",,210,,,,2,,3,4,5,1,2,,VARC/odd-one-out,0.5
VARC,VARC-ODD-3,1,mcsc,markdown,"Five sentences are given below, labelled 1 to 5. Four of them can be arranged to form a coherent paragraph. Identify the sentence that does not belong.

(1) A quantity chosen to stand for a goal starts to be pursued for its own sake as soon as rewards are attached to it.
(2) Staff learn quickly which parts of their work are counted, and effort drains away from everything that is not.
(3) The published figures then improve while the purpose they were meant to serve quietly deteriorates.
(4) Organisations often adopt measurement schemes less to inform their own decisions than to demonstrate propriety to outside audiences.
(5) Auditors, reading only the figures, record success and recommend that the scheme be extended to further departments.

**Which sentence is the odd one out?**",,240,,,,1,,4,5,2,3,1,,VARC/odd-one-out,1
VARC,VARC-ODD-4,1,mcsc,markdown,"Five sentences are given below, labelled 1 to 5. Four of them can be arranged to form a coherent paragraph. Identify the sentence that does not belong.

(1) No translator can carry every feature of a sentence across, so the work consists largely in deciding what to give up.
(2) Readers tend to praise the translations that read most smoothly and to distrust those that preserve the strangeness of the original.
(3) A pun that depends on sound may be replaced by one that depends on sense, on the ground that the joke matters more than its mechanism.
(4) Rhythm surrendered in one line is sometimes repaid in another, the debt being settled across the page rather than within it.
(5) Every such compensation is an argument about which layer of the original counts as the text itself.

**Which sentence is the odd one out?**",,245,,,,4,,1,4,5,2,3,,VARC/odd-one-out,1
VARC,VARC-JUMBLE-1,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, are not in order. Arrange them into a logical paragraph.

(1) That demand is what makes boredom productive, since it pushes the mind to supply what the surroundings withhold.
(2) Boredom is usually described as an absence, the gap left when nothing outside us claims our attention.
(3) But the state has a content of its own, a restless demand that the world become more interesting than it is.
(4) Children left with nothing to do therefore stay idle only briefly, building a game out of whatever lies nearest.

**Which of the following is the correct order of the sentences?**",,195,,,,2,,2341,2314,3241,2134,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-2,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, are not in order. Arrange them into a logical paragraph.

(1) Once the date is fixed, the remaining hours acquire a rank, and the work is fitted to those that are left.
(2) This is why arbitrary dates can serve as well as reasoned ones, provided they are actually believed.
(3) A deadline works less by adding motivation than by removing alternatives.
(4) Until a date is fixed, every hour is a candidate for the task and no hour is obliged to be.

**Which of the following is the correct order of the sentences?**",,195,,,,3,,3421,3142,3412,4312,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-3,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, are not in order. Arrange them into a logical paragraph.

(1) The only reliable lever, then, is conduct that gives those custodians something else to carry.
(2) Its custodians are third parties, who pass it on for reasons of their own and revise it without notice.
(3) Reputation is information about us that we do not own and cannot directly edit.
(4) This dependence explains why attempts at correction so often deepen the damage, for a correction is itself testimony and it travels.

**Which of the following is the correct order of the sentences?**",,235,,,,3,,3421,2431,3241,2341,,,VARC/para-jumble,1
VARC,VARC-JUMBLE-4,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, are not in order. Arrange them into a logical paragraph.

(1) A first reading of anything difficult is mostly navigation, since we are still learning where the parts are.
(2) Readers who skip it are not saving time; they are trading comprehension for the feeling of having finished.
(3) For this reason a second reading is not a repetition but a different task, undertaken with the map the first reading drew.
(4) Only once the shape is known can attention be spent on the joints, which is where arguments usually fail.

**Which of the following is the correct order of the sentences?**",,240,,,,3,,4132,1342,1432,1423,,,VARC/para-jumble,1
VARC,VARC-JUMBLE-5,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, are not in order. Arrange them into a logical paragraph.

(1) The reason travels less well than the exception, since the reason was particular and the exception is not.
(2) What began as mercy is then read as entitlement, and the rule survives only as a memory.
(3) Administrators who grasp this record their reasons loudly, hoping the record will do the limiting work the rule no longer can.
(4) Every exception granted for a good reason becomes a fact that later applicants are free to cite.

**Which of the following is the correct order of the sentences?**",,245,,,,4,,4213,1423,4132,4123,,,VARC/para-jumble,1
VARC,VARC-SUMMARY-1,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Infrastructure is noticed chiefly when it fails. A water main, a switching station, a clearing house: each is built to disappear into the routines it supports, and its success is measured by how little thought it demands. The consequence is political rather than technical. Systems nobody thinks about attract neither scrutiny nor investment, and their upkeep competes badly with projects that can be photographed. Failure then arrives as a surprise, and the surprise is used to argue that nobody could have foreseen it.

**Which option best summarises the paragraph?**",,235,,,,4,,"Public money should be redirected from photogenic new construction towards the unglamorous upkeep of water mains, switching stations and clearing houses.","Infrastructure fails because engineers deliberately design systems to disappear, and systems that are invisible are inherently more fragile than visible ones.","Since infrastructure failures are always surprises, the political value of such systems lies in the attention that their breakdowns finally bring to them.","Designed to go unnoticed, working infrastructure draws little scrutiny or funding, so its breakdowns look unforeseeable when they were merely unattended.",,,VARC/summary,0.5
VARC,VARC-SUMMARY-2,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Averaging many independent guesses often beats the best single guess, because errors pointing in opposite directions cancel. The condition doing the work is independence. Once the guessers can hear one another, their errors begin to align, and the average inherits a bias instead of shedding one. Committees that deliberate before voting therefore give up much of the advantage voting was supposed to secure, and the confidence produced by agreement rises just as the accuracy it is taken to signal falls.

**Which option best summarises the paragraph?**",,240,,,,3,,"Confidence is a poor guide to accuracy, since agreement inside a group can show only that its members have all been exposed to the same limited information.","Groups outperform their ablest members because pooling opinions cancels error, which is why committees ought always to vote instead of trusting one expert.","Aggregation improves accuracy only while guesses stay independent; discussion correlates errors, so deliberating groups gain confidence and lose accuracy.",Deliberation harms committees chiefly because the members who happen to speak first impose their own private biases on all of those who speak later.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-3,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Options are usually treated as free, on the view that holding one costs nothing until it is exercised. In practice every open possibility levies a quiet charge: some attention reserved, some commitment withheld, some relationship kept provisional. Because the charge is never invoiced, options accumulate well past the point where their combined upkeep exceeds anything they could deliver. The person who cannot choose is not made richer by the alternatives; the alternatives are consuming the very capacity that choosing would have released.

**Which option best summarises the paragraph?**",,235,,,,1,,"Open possibilities exact hidden upkeep in attention and commitment, so options collected beyond a point cost more than they could ever deliver.","Because an option costs nothing at all until it is exercised, a rational person should hold as many as possible and delay commitment for as long as possible.","Indecisive people are poorer than decisive ones, because real wealth consists in commitments actually made rather than in alternatives that remain available.","The chief trouble with unexercised options is that their true price is never invoiced, which makes any accounting of their value unreliable in practice.",,,VARC/summary,0.5
VARC,VARC-SUMMARY-4,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Forecasts about human affairs are not merely difficult; they are ingredients. A published prediction of shortage produces hoarding, and a published prediction of stability invites the risk-taking that ends it. This does not make forecasting useless, but it changes what accuracy could mean, since a forecast can be judged only against the world it helped to make, and a forecast that is widely ignored may be the only one ever fairly tested. Practitioners who forget this treat their failures as errors of measurement and answer them by refining instruments that were never the problem.

**Which option best summarises the paragraph?**",,255,,,,2,,"Predictions about human affairs are self-fulfilling, so forecasters should publish nothing until their instruments are accurate enough to withstand contact with the public.","Predictions about human affairs alter the conditions they describe, so accuracy can be judged only against an already altered world, and better instruments cannot help.","Social forecasts change the behaviour they describe, which is why only those forecasts that nobody happens to notice can ever be tested fairly against events.","Failures of social forecasting come from measurement error, and sharper instruments will in time let practitioners predict hoarding and risk-taking reliably enough.",,,VARC/summary,1
VARC,VARC-SUMMARY-5,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

A standard is valuable in proportion to how many people already use it, so its merits and its market share are hard to tell apart. Once adoption passes a threshold, the standard is defended by everything built on top of it, and a technically superior rival must compensate not for a small gap in quality but for the whole accumulated weight of compatibility. Arguments about which standard is better therefore arrive too late to matter, and the winner's supporters read its survival as evidence that the argument was settled on the merits.

**Which option best summarises the paragraph?**",,255,,,,2,,"Technically superior standards displace entrenched ones eventually, provided their supporters can show that the original choice was never really settled on the merits.","A standard's worth grows with its user base, so entrenched standards defeat better rivals through compatibility, and survival is then misread as proof of merit.","Because compatibility counts for more than quality, users should simply adopt whichever standard is most widely used instead of assessing competing designs themselves.","A standard's dominance owes far more to the number of people using it than to its quality, so late arguments about technical merit rarely change which one prevails.",,,VARC/summary,1
VARC,VARC-SUMMARY-6,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

An archive looks like a residue of the past, but it is a residue of past decisions about what would be worth keeping. Records survive because someone was obliged to file them, and the obligations fell unevenly, heavily on property and litigation and hardly at all on ordinary agreement. Historians who read the surviving mass as a sample of what happened therefore reconstruct a world of disputes and transactions and miss the settled life around them. The remedy is not more documents but a habit of asking, of every silence, whether it records an absence or only an exemption from paperwork.

**Which option best summarises the paragraph?**",,260,,,,4,,"Because filing obligations bore most heavily on property and litigation, surviving archives over-represent disputes and transactions at the expense of ordinary agreement.","Every silence in an archive records a genuine absence, which is why the past appears to consist mainly of litigation, transactions and disputes rather than agreement.","Historians ought to seek out further documents about settled everyday life, since the archives that do survive were shaped by the interests of owners and courts.","Archives keep whatever filing duties happened to capture, so reading them as a fair sample distorts the past unless each silence is itself interrogated.",,,VARC/summary,1
DILR,DILR-1,1,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five inspectors (Lena, Marco, Nadia, Omar and Priya) each audited exactly one of five sites (Alpha, Birch, Cedar, Dune and Elm) during a single working week. Every inspector worked on a different weekday from Monday to Friday, and no site was visited twice. Each audit received a distinct compliance score from the list 12, 15, 18, 21 and 24.

- Lena's audit took place before Marco's, and Marco's took place before Omar's.
- Cedar was audited on Wednesday.
- Nadia audited Alpha, on the day immediately after Priya's audit.
- Elm was audited earlier in the week than Birch, and Dune was audited on Friday.
- Lena did not audit Cedar.
- The Elm audit scored 18, and Marco's score was exactly 9 more than Nadia's.
- Priya's score was lower than both Nadia's score and Omar's score.

**Which inspector audited Birch?**",,340,,,,4,,Priya,Nadia,Lena,Marco,,,DILR/logic-tournament,1
DILR,DILR-1,2,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five inspectors (Lena, Marco, Nadia, Omar and Priya) each audited exactly one of five sites (Alpha, Birch, Cedar, Dune and Elm) during a single working week. Every inspector worked on a different weekday from Monday to Friday, and no site was visited twice. Each audit received a distinct compliance score from the list 12, 15, 18, 21 and 24.

- Lena's audit took place before Marco's, and Marco's took place before Omar's.
- Cedar was audited on Wednesday.
- Nadia audited Alpha, on the day immediately after Priya's audit.
- Elm was audited earlier in the week than Birch, and Dune was audited on Friday.
- Lena did not audit Cedar.
- The Elm audit scored 18, and Marco's score was exactly 9 more than Nadia's.
- Priya's score was lower than both Nadia's score and Omar's score.

**What is the combined compliance score of the Monday audit and the Friday audit?**",,320,,,,4,,42,33,30,39,,,DILR/logic-tournament,1
