section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
VARC,VARC-RC3,3,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

For much of the twentieth century, planners in growing cities treated the bicycle as a relic. Streets were widened, parking was added, and the space left for anyone on two wheels shrank to a painted strip beside fast traffic. Cycling did not disappear, but it became a choice for the brave.

In the last three decades many of those same cities have reversed course. The reason is mostly arithmetic. A lane of road carries far more people per hour on bicycles than in cars, because a bicycle needs about a tenth of the space and, when parked, almost none. Cities that could not afford to widen a single street found they could move more residents simply by changing what the existing width was used for.

Comfort turned out to matter more than exhortation. Where a city merely painted lines on the asphalt, ridership rose a little. Where it separated the cycle lane from moving traffic with a kerb or a row of parked cars, ridership rose sharply, and the new riders included many more children and older people. Surveys give a consistent explanation: most people are willing to cycle but unwilling to cycle beside lorries.

The change has limits. Bicycles work best for trips under about eight kilometres, so a city spread thinly over a wide area will always need other options, and hills and heavy rain reduce the numbers. Freight and emergency vehicles still need road space. What the experience of recent decades suggests is narrower than a slogan: for short journeys in dense districts, the cheapest way to add capacity is often to give a little room to bicycles, and the room only works if it feels safe.

**It can be inferred that painted cycle lanes attract fewer new riders because:**",,120,,,,3,,they are built only in districts where very few residents own a bicycle,they are usually narrower than the width a bicycle actually needs to use,"they leave riders beside moving traffic, which most people will not take",they are marked in colours that drivers find difficult to notice in time,,,VARC/reading-comprehension,0.5
VARC,VARC-RC3,4,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

For much of the twentieth century, planners in growing cities treated the bicycle as a relic. Streets were widened, parking was added, and the space left for anyone on two wheels shrank to a painted strip beside fast traffic. Cycling did not disappear, but it became a choice for the brave.

In the last three decades many of those same cities have reversed course. The reason is mostly arithmetic. A lane of road carries far more people per hour on bicycles than in cars, because a bicycle needs about a tenth of the space and, when parked, almost none. Cities that could not afford to widen a single street found they could move more residents simply by changing what the existing width was used for.

Comfort turned out to matter more than exhortation. Where a city merely painted lines on the asphalt, ridership rose a little. Where it separated the cycle lane from moving traffic with a kerb or a row of parked cars, ridership rose sharply, and the new riders included many more children and older people. Surveys give a consistent explanation: most people are willing to cycle but unwilling to cycle beside lorries.

The change has limits. Bicycles work best for trips under about eight kilometres, so a city spread thinly over a wide area will always need other options, and hills and heavy rain reduce the numbers. Freight and emergency vehicles still need road space. What the experience of recent decades suggests is narrower than a slogan: for short journeys in dense districts, the cheapest way to add capacity is often to give a little room to bicycles, and the room only works if it feels safe.

**The tone of the final paragraph is best described as:**",,115,,,,3,,"enthusiastic, urging cities to replace their car traffic with bicycles entirely","sceptical, doubting that the recent changes to city streets achieved anything","measured, marking out where cycle lanes help instead of stating a general rule","detached, refusing to take any position at all on the question under review",,,VARC/reading-comprehension,0.5
VARC,VARC-ODD-1,1,mcsc,markdown,"Four of the following five sentences, when arranged properly, form a coherent paragraph on a single theme; one sentence does not belong.

(1) Many plants depend on animals to carry their seeds well away from the parent tree.
(2) Fleshy fruits attract birds and mammals, which eat the pulp and drop the seeds elsewhere.
(3) Other seeds carry small hooks that catch on fur and are brushed off much later.
(4) Wind speed over open grassland is recorded by instruments mounted on tall poles.
(5) Such journeys reduce the competition between a seedling and the plant that produced it.

**Which sentence is the odd one out?**",,190,,,,1,,(4),(2),(5),(1),(3),,VARC/odd-one-out,0.5
VARC,VARC-ODD-2,1,mcsc,markdown,"Four of the following five sentences, when arranged properly, form a coherent paragraph on a single theme; one sentence does not belong.

(1) Before railways, every town kept its own clock, set roughly by the position of the sun.
(2) Athletes often train at altitude in the hope of raising the oxygen capacity of their blood.
(3) Timetables grew confusing once a train could cross many such local times in one day.
(4) Railway companies therefore imposed a single standard time along the whole of their lines.
(5) Governments later turned these private arrangements into the time zones still used today.

**Which sentence is the odd one out?**",,195,,,,2,,(5),(2),(4),(1),(3),,VARC/odd-one-out,0.5
VARC,VARC-ODD-3,1,mcsc,markdown,"Four of the following five sentences, when arranged properly, form a coherent paragraph on a single theme; one sentence does not belong.

(1) Trees planted along city streets do far more than soften the look of concrete.
(2) Their canopies shade the pavement and bring summer temperatures down noticeably.
(3) Their roots take up rainwater that would otherwise overwhelm drains during a storm.
(4) Their leaves also trap much of the dust that passing traffic throws into the air.
(5) Architects still disagree about whether glass facades suit historic city centres.

**Which sentence is the odd one out?**",,185,,,,3,,(2),(4),(5),(1),(3),,VARC/odd-one-out,0.5
VARC,VARC-JUMBLE-1,1,mcsc,markdown,"The four sentences below, when arranged in the correct order, form a coherent paragraph.

(1) Riders who still feel unsafe on the road go on avoiding it for months afterwards.
(2) Planners therefore judge such projects over a span of years rather than weeks.
(3) When a city paints a cycle lane along a busy road, the effect is rarely immediate.
(4) Only as the numbers slowly build does the lane start to feel ordinary and safe.

**Select the correct order.**",,210,,,,3,,3412,1432,3142,1342,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-2,1,mcsc,markdown,"The four sentences below, when arranged in the correct order, form a coherent paragraph.

(1) After about a week it is lively enough to raise a loaf without any added yeast.
(2) A sourdough starter is nothing more than flour and water left to attract wild yeasts.
(3) Bakers who keep feeding it can go on using the same starter for decades.
(4) Once bubbles appear, the mixture is fed every day with a little fresh flour.

**Select the correct order.**",,200,,,,3,,2431,4231,2413,4213,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-3,1,mcsc,markdown,"The four sentences below, when arranged in the correct order, form a coherent paragraph.

(1) Rising concern about the emissions of air travel then changed that calculation.
(2) Cheap flights had made the sleeper look slow and expensive by comparison.
(3) Several operators have since restored night routes between major European cities.
(4) Night trains had almost disappeared from Europe by the early years of this century.

**Select the correct order.**",,205,,,,2,,2413,4213,4231,2431,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-4,1,mcsc,markdown,"The four sentences below, when arranged in the correct order, form a coherent paragraph.

(1) Grams simply remove the guesswork that volume measures quietly introduce.
(2) Bakers who want repeatable results therefore reach for a kitchen scale instead.
(3) Recipes in many countries still ask the cook to measure flour by the cupful.
(4) The same cup, though, holds different weights depending on how tightly it is packed.

**Select the correct order.**",,210,,,,2,,4321,3421,3241,4231,,,VARC/para-jumble,0.5
VARC,VARC-SUMMARY-1,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Open-plan offices were introduced partly to encourage conversation between colleagues. In practice many workers find the constant background noise distracting and put on headphones in order to concentrate, which cuts off the very exchanges the layout was meant to create.

**Which option best summarises the paragraph?**",,160,,,,3,,Workers in open-plan offices wear headphones so that they can concentrate on their own tasks.,Offices ought to be rebuilt with private rooms so that colleagues can talk to one another freely.,"Open-plan offices defeat their own aim, since noise drives workers to shut themselves off.",Quiet matters more to office productivity than the conversation between colleagues ever did.,,,VARC/summary,0
VARC,VARC-SUMMARY-2,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Delivery apps bring a restaurant orders it would never otherwise have received. They also take a share of every bill, and customers who once walked in now stay at home, so a busy kitchen can finish the month having sold more meals and kept less money.

**Which option best summarises the paragraph?**",,180,,,,3,,Restaurants that use delivery apps must pay a commission on every single order received.,Customers order from home because delivery apps charge less than restaurants themselves do.,Delivery apps lift a restaurant's order count while thinning the margin it earns on each.,Restaurants should abandon delivery apps and serve only customers who come in person.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-3,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Where beavers return to a river they build dams, and parts of the valley flood. Farmers lose the use of some low-lying fields, but the new ponds slow floodwater heading downstream and hold water through dry spells, so the towns below gain what the fields lose.

**Which option best summarises the paragraph?**",,185,,,,2,,"Beavers should be returned to every river, since their dams end both flooding and drought.",Beaver dams cost nearby farmland while handing downstream towns a gain in water security.,Beavers build dams that flood low-lying fields and take useful farmland out of production.,Farmers gain more from beaver ponds than the towns downstream do in long spells of dry weather.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-4,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

A translator of poetry cannot keep everything. Sound, rhythm and literal sense pull in different directions, and holding on to one of them usually means loosening the grip on another. Every finished translation is therefore a record of the choices its translator was willing to make.

**Which option best summarises the paragraph?**",,195,,,,4,,"Skilled translators of poetry do manage to preserve sound, rhythm and literal meaning at once.","Poetry is best read in the original, because any translation destroys what really matters in it.",Translators of poetry find it hard to reproduce the rhythm of the original in another language.,"A poem's sound and sense compete, so translation records the trade-offs a translator accepts.",,,VARC/summary,0.5
VARC,VARC-SUMMARY-5,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Cities that switch to bright white LED streetlights cut their electricity bills at once. Insects, however, are drawn to that part of the spectrum far more strongly than to the old orange lamps, and the moths gathering under the new lights are eaten or exhausted well before dawn.

**Which option best summarises the paragraph?**",,180,,,,3,,Moths keep away from white LED lights and so survive better than they did under orange ones.,Cities ought to bring back orange streetlamps in order to protect their declining moths.,The savings from white LED street lighting carry a hidden cost for night-flying insects.,White LED streetlights consume markedly less electricity than the orange lamps they replace.,,,VARC/summary,0.5
DILR,DILR-1,1,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five runners, Farid, Lena, Mirko, Priya and Tomas, finished a 5 km club race in five different positions, from first to fifth. No two runners finished together.

- Priya finished ahead of Lena, and Lena finished ahead of Mirko.
- Exactly one runner finished between Farid and Tomas, with Farid ahead of Tomas.
- Priya did not finish first.

**Which runner finished third?**",,200,,,,2,,Priya,Tomas,Farid,Lena,,,DILR/logic-tournament,0.5
DILR,DILR-1,2,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five runners, Farid, Lena, Mirko, Priya and Tomas, finished a 5 km club race in five different positions, from first to fifth. No two runners finished together.

- Priya finished ahead of Lena, and Lena finished ahead of Mirko.
- Exactly one runner finished between Farid and Tomas, with Farid ahead of Tomas.
- Priya did not finish first.

**In which position did Lena finish?**",,180,,,,1,,Fourth,Second,Fifth,Third,,,DILR/logic-tournament,0.5
DILR,DILR-1,3,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five runners, Farid, Lena, Mirko, Priya and Tomas, finished a 5 km club race in five different positions, from first to fifth. No two runners finished together.

- Priya finished ahead of Lena, and Lena finished ahead of Mirko.
- Exactly one runner finished between Farid and Tomas, with Farid ahead of Tomas.
- Priya did not finish first.

**Which of the following statements is true?**",,220,,,,3,,Lena finished immediately behind Tomas but ahead of Priya,Tomas finished immediately ahead of Priya,Mirko finished immediately behind Lena,Farid finished two places behind Priya,,,DILR/logic-tournament,0.5
DILR,DILR-2,1,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four members of a college club, Anya, Boris, Carla and Dev, earned points in a month-long fundraising drive. Together they earned 120 points.

- Boris earned 6 points more than Carla.
- Anya earned exactly twice as many points as Dev.
- Dev earned 16 points.

**How many points did Carla earn?**",,190,,,,2,,36,33,30,39,,,DILR/logic-quiz-scores,0.5
DILR,DILR-2,2,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four members of a college club, Anya, Boris, Carla and Dev, earned points in a month-long fundraising drive. Together they earned 120 points.

- Boris earned 6 points more than Carla.
- Anya earned exactly twice as many points as Dev.
- Dev earned 16 points.

**Who earned the most points?**",,170,,,,3,,Carla,Dev,Boris,Anya,,,DILR/logic-quiz-scores,0.5
DILR,DILR-2,3,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four members of a college club, Anya, Boris, Carla and Dev, earned points in a month-long fundraising drive. Together they earned 120 points.

- Boris earned 6 points more than Carla.
- Anya earned exactly twice as many points as Dev.
- Dev earned 16 points.

**By how many points does the highest total exceed the lowest total?**",,195,,,,1,,23,27,7,17,,,DILR/logic-quiz-scores,0.5
DILR,DILR-3,1,mcsc,markdown,"**Study the data given below and answer the question that follows.**

A beverage wholesaler reports last month's trade at its three depots. Table 1 gives the number of packs sold, in hundreds of packs. Table 2 gives the selling price of one pack, in euros, at that depot.

Table 1: Packs sold (in hundreds)

| Category | Verona | Padua | Ferrara |
|---|--:|--:|--:|
| Espresso blend | 12 | 15 | 9 |
| Herbal tea | 8 | 6 | 10 |
| Cocoa | 5 | 9 | 11 |

Table 2: Price per pack (in euros)

| Category | Verona | Padua | Ferrara |
|---|--:|--:|--:|
| Espresso blend | 20 | 20 | 25 |
| Herbal tea | 10 | 15 | 10 |
| Cocoa | 30 | 20 | 20 |

**How many hundreds of packs were sold in total at the Ferrara depot?**",,150,,,,1,,30,28,25,32,,,DILR/di-table,0.5
