section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
DILR,DILR-2,1,mcsc,markdown,"Five short films (Ember, Frost, Gale, Halo and Iris) were ranked first through fifth by a festival jury, where first is the best. No two films shared a rank. The following are known:

- Gale scored higher than every other film.
- Frost scored lower than every other film.
- Iris was ranked immediately above Ember.
- Halo was ranked immediately below Ember.

**Which film was ranked third?**",,200,,,,1,,Ember,Halo,Iris,Frost,,,DILR/logic,0.5
DILR,DILR-2,2,mcsc,markdown,"Five short films (Ember, Frost, Gale, Halo and Iris) were ranked first through fifth by a festival jury, where first is the best. No two films shared a rank. The following are known:

- Gale scored higher than every other film.
- Frost scored lower than every other film.
- Iris was ranked immediately above Ember.
- Halo was ranked immediately below Ember.

**How many films were ranked between Gale and Halo?**",,180,,,,4,,1,0,3,2,,,DILR/logic,0.5
DILR,DILR-2,3,mcsc,markdown,"Five short films (Ember, Frost, Gale, Halo and Iris) were ranked first through fifth by a festival jury, where first is the best. No two films shared a rank. The following are known:

- Gale scored higher than every other film.
- Frost scored lower than every other film.
- Iris was ranked immediately above Ember.
- Halo was ranked immediately below Ember.

The jury awarded 92, 85, 79, 71 and 60 points to the films ranked first through fifth respectively.

**What was the combined points total of Iris and Halo?**",,260,,,,1,,156,145,150,164,,,DILR/logic,1
QA,QA-MCQ-1,1,mcsc,text,A shirt is marked at Rs 800. A festive sale offers a flat 15% discount on the marked price. What does a customer actually pay for the shirt?,,120,,,,3,,Rs 120,Rs 720,Rs 680,Rs 920,,,QA/quant,0
QA,QA-MCQ-2,1,mcsc,text,An amount of Rs 540 is divided between Anil and Bina in the ratio 4 : 5. How much money does Bina receive?,,130,,,,1,,Rs 300,Rs 108,Rs 270,Rs 240,,,QA/quant,0
QA,QA-MCQ-3,1,mcsc,text,A train 200 metres long completely crosses a platform 250 metres long in 18 seconds. What is the speed of the train in kilometres per hour?,,240,,,,3,,25 km/h,40 km/h,90 km/h,50 km/h,,,QA/quant,0.5
QA,QA-MCQ-4,1,mcsc,text,"A sum of Rs 12,000 is invested at 10% per annum, compounded annually. What is the compound interest earned at the end of 2 years?",,260,,,,1,,"Rs 2,520","Rs 14,520","Rs 2,400","Rs 1,200",,,QA/quant,0.5
QA,QA-MCQ-5,1,mcsc,text,A 40 litre mixture of milk and water contains milk and water in the ratio 3 : 1. How many litres of water must be added so that the ratio of milk to water becomes 3 : 2?,,270,,,,2,,20 litres,10 litres,15 litres,5 litres,,,QA/quant,0.5
QA,QA-MCQ-6,1,mcsc,text,A committee of 3 people is chosen at random from a group of 4 men and 3 women. What is the probability that the committee contains at least 2 women?,,420,,,,3,,1/35,22/35,13/35,12/35,,,QA/quant,1
QA,QA-MCQ-7,1,mcsc,text,How many integers from 1 to 200 inclusive are divisible by 3 or by 5 but not by 15?,,440,,,,1,,80,93,53,106,,,QA/quant,1
General Awareness,GA-1,1,mcsc,text,"In advertising, the abbreviation 'TVC' most commonly stands for:",,60,,,,3,,Total Viewer Coverage,Television Viewership Certificate,Television Commercial,Targeted Video Campaign,,,GA/media-marketing,0
General Awareness,GA-2,1,mcsc,text,The long-running advertising tagline 'Just Do It' belongs to which brand?,,55,,,,4,,Reebok,Puma,Adidas,Nike,,,GA/media-marketing,0.5
General Awareness,GA-3,1,mcsc,text,The classic 'four Ps' of the marketing mix are:,,80,,,,2,,"Product, Price, People and Positioning","Product, Price, Place and Promotion","Product, Position, People and Promotion","Price, Place, Packaging and Publicity",,,GA/media-marketing,0.5
General Awareness,GA-4,1,mcsc,text,"In the media and entertainment industry, the term 'OTT' stands for:",,70,,,,2,,Over-The-Transponder,Over-the-Top,Online Transmission Technology,On-The-Television,,,GA/media-marketing,0.5
General Awareness,GA-5,1,mcsc,text,Which award is the highest honour presented at the Cannes Film Festival?,,90,,,,4,,Golden Globe,Golden Bear,Golden Lion,Palme d'Or,,,GA/media-marketing,1
