section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
VARC,VARC-RC3,3,mcsc,markdown,"A city map is never a perfect copy of the city it represents. If it were, it would have to be exactly as large and as complicated as the city itself, and so would be useless to a traveller. The value of a map lies precisely in what it leaves out. By dropping countless details and keeping only roads, rivers, and a few landmarks, a map becomes small enough to hold in the hand and clear enough to guide a journey.

The same principle applies to scientific models. A model of the weather, or of a population of animals, does not try to capture every raindrop or every individual creature. Instead it keeps the features that matter for the question being asked and ignores the rest. A model built to predict tomorrow's temperature can safely leave out the colour of people's umbrellas; a model of how a disease spreads can ignore the brand of car that infected people drive. Choosing what to leave out is not a weakness of a model but the very thing that makes it useful.

This has a practical lesson. When we judge a model, the right question is not 'Is it complete?' but 'Is it useful for its purpose?' A simple model that answers the question at hand may be far more valuable than an elaborate one that tries to include everything and so becomes impossible to understand. As one saying among scientists puts it, all models are wrong, but some are useful. Wisdom lies in matching the simplicity of the model to the job it must do.

**It can be inferred that the author would most likely judge a scientific model by asking:**",,105,,,,1,,"whether it serves its intended purpose well, even if it leaves out many features of the real situation.",whether it manages to include every single variable that could conceivably affect the final outcome in any way.,whether it is noticeably more detailed and elaborate than any competing model that addresses the same question.,whether it perfectly reproduces the whole of reality without leaving out or omitting anything at all whatsoever.,,,VARC/reading-comprehension,0.5
VARC,VARC-RC3,4,mcsc,markdown,"A city map is never a perfect copy of the city it represents. If it were, it would have to be exactly as large and as complicated as the city itself, and so would be useless to a traveller. The value of a map lies precisely in what it leaves out. By dropping countless details and keeping only roads, rivers, and a few landmarks, a map becomes small enough to hold in the hand and clear enough to guide a journey.

The same principle applies to scientific models. A model of the weather, or of a population of animals, does not try to capture every raindrop or every individual creature. Instead it keeps the features that matter for the question being asked and ignores the rest. A model built to predict tomorrow's temperature can safely leave out the colour of people's umbrellas; a model of how a disease spreads can ignore the brand of car that infected people drive. Choosing what to leave out is not a weakness of a model but the very thing that makes it useful.

This has a practical lesson. When we judge a model, the right question is not 'Is it complete?' but 'Is it useful for its purpose?' A simple model that answers the question at hand may be far more valuable than an elaborate one that tries to include everything and so becomes impossible to understand. As one saying among scientists puts it, all models are wrong, but some are useful. Wisdom lies in matching the simplicity of the model to the job it must do.

**What is the main function of the saying 'all models are wrong, but some are useful' in the passage?**",,108,,,,4,,To warn readers firmly that scientific models really should not be trusted when making any practical decision.,To introduce a fresh objection that the author then goes on to refute carefully and in some detail.,"To claim that maps, quite unlike scientific models, are essentially never wrong about the cities they represent.",To reinforce the author's point that a model need not be complete in order to be valuable for its purpose.,,,VARC/reading-comprehension,0.5
VARC,VARC-ODD-1,1,mcsc,markdown,"Four of the following five sentences, when arranged properly, form a coherent paragraph on a single theme; one sentence does not belong.

(1) Coral reefs occupy less than one percent of the ocean floor, yet they shelter roughly a quarter of all marine species.
(2) The dense limestone structures act as nurseries where countless fish spawn and mature.
(3) They also buffer nearby coastlines by absorbing much of the energy carried by incoming waves.
(4) Many tropical resorts now offer guided diving tours that bring tourists close to these formations.
(5) Because of this ecological richness, the loss of a single reef can ripple through an entire marine food web.

**Which sentence is the odd one out?**",,130,,,,3,,3,5,4,1,2,,VARC/odd-one-out,0.5
VARC,VARC-ODD-2,1,mcsc,markdown,"Four of the following five sentences, when arranged properly, form a coherent paragraph on a single theme; one sentence does not belong.

(1) The printing press, introduced in fifteenth-century Europe, dramatically lowered the cost of reproducing texts.
(2) Books that had once taken months to copy by hand could now be produced in days.
(3) As prices fell, reading spread beyond monasteries and universities to ordinary townspeople.
(4) This wider circulation of ideas helped fuel movements in science and religion.
(5) Modern libraries increasingly lend electronic books that readers download to personal devices.

**Which sentence is the odd one out?**",,135,,,,1,,5,1,2,3,4,,VARC/odd-one-out,0.5
VARC,VARC-ODD-3,1,mcsc,markdown,"Four of the following five sentences, when arranged properly, form a coherent paragraph on a single theme; one sentence does not belong.

(1) Honeybees communicate the location of food through a movement known as the waggle dance.
(2) Beekeepers harvest surplus honey by carefully removing frames from the hive.
(3) A returning forager runs in a figure-eight pattern on the vertical comb.
(4) The angle of the run relative to gravity encodes the direction of the food source.
(5) The duration of the waggle phase signals how far away the food lies.

**Which sentence is the odd one out?**",,132,,,,2,,5,2,1,4,3,,VARC/odd-one-out,0.5
VARC,VARC-JUMBLE-1,1,mcsc,markdown,"The following four sentences, labelled 1 to 4, can be arranged to form a coherent paragraph.

1. The result was a network of stone roads stretching across the whole empire.
2. Ancient Rome needed a fast way to move its armies between distant provinces.
3. To meet this need, engineers laid down durable paved routes wherever the legions marched.
4. Centuries later, many of these same roads still guide the paths of modern highways.

**Select the correct sequence of sentences.**",,140,,,,3,,2341,3214,2314,2134,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-2,1,mcsc,markdown,"The following four sentences, labelled 1 to 4, can be arranged to form a coherent paragraph.

1. Over time, this trapped heat raises the planet's average surface temperature.
2. Certain gases in the atmosphere allow sunlight to pass through but absorb the heat that the ground radiates back.
3. This natural process is what scientists call the greenhouse effect.
4. When the concentration of these gases rises, more heat is retained than before.

**Select the correct sequence of sentences.**",,145,,,,3,,2341,3241,2314,2431,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-3,1,mcsc,markdown,"The following four sentences, labelled 1 to 4, can be arranged to form a coherent paragraph.

1. She began by sketching rough thumbnails to test different compositions.
2. Maria had been asked to design the cover for the school magazine.
3. Once a layout felt right, she refined it into a detailed digital drawing.
4. Finally, she added colour and sent the finished file to the printer.

**Select the correct sequence of sentences.**",,130,,,,3,,1234,2143,2134,2314,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-4,1,mcsc,markdown,"The following four sentences, labelled 1 to 4, can be arranged to form a coherent paragraph.

1. At first the seedlings were too fragile to survive outdoors.
2. The gardeners started the tomato plants indoors during early spring.
3. So they kept the young plants under warm lamps for several weeks.
4. Only when the stems had thickened did the gardeners move them into the open beds.

**Select the correct sequence of sentences.**",,133,,,,3,,2314,1234,2134,2143,,,VARC/para-jumble,0.5
VARC,VARC-SUMMARY-1,1,mcsc,markdown,"Public libraries today do far more than lend books. Many now offer free internet access, run job-search workshops, host story hours for children, and lend tools or musical instruments. For people without these resources at home, the library has become a community centre as much as a place to read.

**Which of the following best summarises the paragraph?**",,115,,,,1,,Modern public libraries have grown into broad community centres that now offer many services going well beyond simply lending out books.,Public libraries today mainly function as places that lend out musical instruments and household tools to the local residents who ask.,Libraries have lost all interest in books and now devote themselves entirely to providing free internet access to their local visitors.,The single most valuable thing libraries do now is to host the enjoyable weekly story hours for the young children of the community.,,,VARC/summary,0
VARC,VARC-SUMMARY-2,1,mcsc,markdown,"Sleep researchers have found that pulling an all-nighter before an exam usually backfires. While extra waking hours seem to allow more study, the tired brain struggles to store new information, and fatigue slows recall the next day. Students who sleep a full night generally remember more, even though they spent fewer hours reviewing.

**Which of the following best summarises the paragraph?**",,125,,,,2,,Students who choose to stay awake all night before an exam manage to study far more material and so tend to recall it better.,"Sacrificing sleep to study longer tends to weaken memory and recall, so a full night of proper rest usually serves students better.",How much a student sleeps has no measurable effect at all on how well that student later performs on a difficult written examination.,Sleep researchers now firmly advise students that they should never review any of their own notes during the evening before an exam.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-3,1,mcsc,markdown,"Electric cars produce no exhaust as they drive, which clearly improves air quality in cities. Yet whether they are truly cleaner depends on how their electricity is generated. Where power comes mostly from coal, the overall emissions can rival those of petrol cars; where it comes from renewables, the advantage is large.

**Which of the following best summarises the paragraph?**",,130,,,,4,,Coal-fired power stations still remain the main source of almost all of the electricity that is used to charge most electric cars today.,"Electric cars are always far cleaner than ordinary petrol cars in every situation, no matter how their electrical power happens to be generated.",Electric cars release no pollution at all from their tailpipes while they are being driven along busy city streets and the open roads beyond.,"Electric cars cut local pollution, but their full environmental benefit ultimately depends on how the electricity charging them is produced.",,,VARC/summary,0.5
VARC,VARC-SUMMARY-4,1,mcsc,markdown,"Volunteering is often described as pure generosity, but studies suggest the giver gains too. People who regularly help others report lower stress, a stronger sense of purpose, and wider social networks. In this sense, the act of giving time quietly returns a benefit to the volunteer.

**Which of the following best summarises the paragraph?**",,128,,,,1,,"Although volunteering clearly helps other people in many ways, research indicates that it also brings the volunteer real personal benefits.",Volunteering is best understood as a wholly selfless act of giving that quietly returns no benefit of any real kind to the person doing it.,People generally choose to volunteer mainly because doing so lets them expand and strengthen their own valuable personal social networks.,Regular volunteers consistently report that they now feel considerably less stressed and rather more relaxed than they did before they began.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-5,1,mcsc,markdown,"When a new word enters a language, it rarely arrives by official decree. Instead, speakers begin using it, others copy them, and dictionaries record the word only after it has already taken hold. Language, in other words, is shaped from the bottom up by ordinary use rather than handed down by authorities.

**Which of the following best summarises the paragraph?**",,132,,,,3,,Dictionaries hold the real authority here and are the bodies responsible for officially deciding which new words a language may properly adopt.,Most new words manage to enter a language only after some official government body has formally reviewed and then finally approved each one.,"New words spread through everyday use among ordinary speakers, and dictionaries follow rather than simply lead this gradual change over time.",Speakers occasionally invent striking new words that many other people across the wider language community then choose to copy and reuse.,,,VARC/summary,0.5
DILR,DILR-1,1,mcsc,markdown,"Four teams, Alfa, Bravo, Comet and Delta, play a single round-robin tournament: every team plays every other team exactly once (6 matches in all). A win is worth 3 points, a tie is worth 1 point to each team, and a loss is worth 0 points. The following facts are known about the completed tournament:

- Alfa won every match it played.
- Delta lost every match it played.
- Exactly one match in the whole tournament ended in a tie.
- That single tie was the match between Bravo and Comet.

**How many points did Comet earn in the tournament?**",,210,,,,1,,4 points,7 points,3 points,6 points,,,DILR/logic-tournament,0.5
DILR,DILR-1,2,mcsc,markdown,"Four teams, Alfa, Bravo, Comet and Delta, play a single round-robin tournament: every team plays every other team exactly once (6 matches in all). A win is worth 3 points, a tie is worth 1 point to each team, and a loss is worth 0 points. The following facts are known about the completed tournament:

- Alfa won every match it played.
- Delta lost every match it played.
- Exactly one match in the whole tournament ended in a tie.
- That single tie was the match between Bravo and Comet.

**How many of the 6 matches ended with a winner (that is, did NOT end in a tie)?**",,160,,,,3,,6 matches,4 matches,5 matches,3 matches,,,DILR/logic-tournament,0.5
DILR,DILR-1,3,mcsc,markdown,"Four teams, Alfa, Bravo, Comet and Delta, play a single round-robin tournament: every team plays every other team exactly once (6 matches in all). A win is worth 3 points, a tie is worth 1 point to each team, and a loss is worth 0 points. The following facts are known about the completed tournament:

- Alfa won every match it played.
- Delta lost every match it played.
- Exactly one match in the whole tournament ended in a tie.
- That single tie was the match between Bravo and Comet.

**Which statement about the final points table is correct?**",,230,,,,2,,"Comet finished ahead of Bravo on points, with Alfa on top.","Bravo and Comet finished level on points, behind Alfa and ahead of Delta.","Delta finished level on points with Bravo, behind Alfa and Comet.","Alfa and Bravo finished level on points at the top, ahead of Comet and Delta.",,,DILR/logic-tournament,0.5
DILR,DILR-2,1,mcsc,markdown,"Three friends, Mira, Nina and Owen, each take the same short quiz of 5 questions. Every correct answer is worth 3 points; a wrong or blank answer scores 0 points. So each person's score equals 3 times the number of questions they answered correctly. The following facts are known:

- Between them, the three friends answered exactly 9 questions correctly.
- Mira answered more questions correctly than Nina, and Nina answered more correctly than Owen.
- Owen answered exactly 2 questions correctly.
- No one answered all 5 questions correctly.

**How many points did Mira score?**",,230,,,,3,,9 points,6 points,12 points,15 points,,,DILR/logic-quiz-scores,0.5
DILR,DILR-2,2,mcsc,markdown,"Three friends, Mira, Nina and Owen, each take the same short quiz of 5 questions. Every correct answer is worth 3 points; a wrong or blank answer scores 0 points. So each person's score equals 3 times the number of questions they answered correctly. The following facts are known:

- Between them, the three friends answered exactly 9 questions correctly.
- Mira answered more questions correctly than Nina, and Nina answered more correctly than Owen.
- Owen answered exactly 2 questions correctly.
- No one answered all 5 questions correctly.

**How many questions did Nina answer correctly?**",,210,,,,2,,4 questions,3 questions,2 questions,5 questions,,,DILR/logic-quiz-scores,0.5
DILR,DILR-2,3,mcsc,markdown,"Three friends, Mira, Nina and Owen, each take the same short quiz of 5 questions. Every correct answer is worth 3 points; a wrong or blank answer scores 0 points. So each person's score equals 3 times the number of questions they answered correctly. The following facts are known:

- Between them, the three friends answered exactly 9 questions correctly.
- Mira answered more questions correctly than Nina, and Nina answered more correctly than Owen.
- Owen answered exactly 2 questions correctly.
- No one answered all 5 questions correctly.

**What was the combined total score of all three friends?**",,180,,,,1,,27 points,30 points,9 points,18 points,,,DILR/logic-quiz-scores,0.5
DILR,DILR-3,1,mcsc,markdown,"Units sold during the month (number of packets)
| Product | Aria | Bani | Cera | Dovi |
|---|--:|--:|--:|--:|
| Tea | 120 | 200 | 150 | 180 |
| Coffee | 80 | 150 | 200 | 120 |
| Cocoa | 60 | 100 | 50 | 90 |

Selling price per packet (in rupees)
| Product | Price |
|---|--:|
| Tea | 20 |
| Coffee | 30 |
| Cocoa | 40 |

**How many packets in total did store Bani sell across all three products during the month?**",,170,,,,3,,350,400,450,260,,,DILR/di-table,0.5
