section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
VARC,VARC-RC3,3,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

The public library began as a simple idea: that useful books should be available to anyone, not only to those who could afford to buy them. Early lending libraries charged a small fee, which kept out the very readers who might have gained the most. The breakthrough came when towns agreed to pay for libraries out of shared taxes, so that borrowing became free at the point of use. A reader needed only to live in the town and to return the books on time. For many families, the library was the first place where knowledge cost nothing.

Over time, libraries grew into something larger than shelves of books. They became quiet places to study, warm rooms to sit in, and centres where people could ask a trained librarian for help finding what they needed. Children attended reading hours, job seekers used the desks, and newcomers to a town found notices about local life. The building offered not just texts but a shared space open to all, regardless of wealth.

Today, when a great deal of information sits a click away, some people ask whether libraries are still needed. Yet the answer many communities give is yes. Not everyone owns a computer or a quiet place to work, and not every question is easily answered by a search engine. The library remains what it has long been: a place where help and knowledge are offered freely, to whoever walks through the door.

**It can be inferred from the passage that the author regards the claim that libraries are no longer needed as:**",,112,,,,3,,"reasonable, since a search engine now answers nearly every possible question","unimportant, because libraries were never truly meant to serve the whole public","mistaken, because many people still lack the resources a library freely provides","proven, given that most families already own computers of their own at home",,,VARC/reading-comprehension,0.5
VARC,VARC-RC3,4,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

The public library began as a simple idea: that useful books should be available to anyone, not only to those who could afford to buy them. Early lending libraries charged a small fee, which kept out the very readers who might have gained the most. The breakthrough came when towns agreed to pay for libraries out of shared taxes, so that borrowing became free at the point of use. A reader needed only to live in the town and to return the books on time. For many families, the library was the first place where knowledge cost nothing.

Over time, libraries grew into something larger than shelves of books. They became quiet places to study, warm rooms to sit in, and centres where people could ask a trained librarian for help finding what they needed. Children attended reading hours, job seekers used the desks, and newcomers to a town found notices about local life. The building offered not just texts but a shared space open to all, regardless of wealth.

Today, when a great deal of information sits a click away, some people ask whether libraries are still needed. Yet the answer many communities give is yes. Not everyone owns a computer or a quiet place to work, and not every question is easily answered by a search engine. The library remains what it has long been: a place where help and knowledge are offered freely, to whoever walks through the door.

**What is the main purpose of the second paragraph?**",,108,,,,2,,To compare the reading hours for children with the desks used by job seekers,"To show that libraries came to serve as shared community spaces, not only stores of books",To describe how librarians are trained before they begin helping the public,To explain the exact set of rules that a reader had to carefully follow in order to borrow any book,,,VARC/reading-comprehension,0.5
VARC,VARC-ODD-1,1,mcsc,markdown,"Five sentences are given below. Four of them can be joined to form a coherent paragraph on a single idea, while one does not fit.

(1) Honeybees communicate the location of food through a series of movements known as the waggle dance.
(2) The angle of the dance relative to vertical tells other bees the direction of the flowers.
(3) The duration of each waggle run signals roughly how far away the food source lies.
(4) A large hive can hold tens of thousands of individual worker bees during summer.
(5) Observers can even estimate distance by timing how long each run lasts.

**Which sentence is the odd one out?**",,150,,,,2,,Sentence 1,Sentence 4,Sentence 3,Sentence 5,Sentence 2,,VARC/odd-one-out,0.5
VARC,VARC-ODD-2,1,mcsc,markdown,"Five sentences are given below. Four of them can be joined to form a coherent paragraph on a single idea, while one does not fit.

(1) The invention of movable type allowed identical pages to be printed quickly and cheaply.
(2) Books that once took months to copy by hand could suddenly be produced in days.
(3) Wider access to printed texts helped standardise spelling across many regions.
(4) Lower prices meant that ideas spread far beyond wealthy monasteries and courts.
(5) Many early manuscripts were decorated with gold leaf and elaborate hand-painted borders.

**Which sentence is the odd one out?**",,150,,,,3,,Sentence 2,Sentence 3,Sentence 5,Sentence 1,Sentence 4,,VARC/odd-one-out,0.5
VARC,VARC-ODD-3,1,mcsc,markdown,"Five sentences are given below. Four of them can be joined to form a coherent paragraph on a single idea, while one does not fit.

(1) Coral reefs support a quarter of all marine species despite covering a tiny fraction of the ocean.
(2) The corals depend on algae living inside their tissues to provide most of their food.
(3) When water grows too warm, the corals expel these algae and turn a pale white.
(4) A prolonged loss of algae can leave the corals starving and eventually dead.
(5) Deep-sea trenches remain among the least explored regions of the entire planet.

**Which sentence is the odd one out?**",,150,,,,1,,Sentence 5,Sentence 3,Sentence 1,Sentence 4,Sentence 2,,VARC/odd-one-out,0.5
VARC,VARC-JUMBLE-1,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, form a paragraph when placed in the correct order. Rearrange them into the most logical sequence.

1. A city planted thousands of trees along its hottest streets to cool them down.
2. Within a few summers, shaded pavements were measurably cooler than bare ones.
3. Residents also reported walking more often once the routes felt pleasant.
4. The idea began as a simple response to rising temperatures in the centre.

**Select the correct order.**",,160,,,,1,,4-1-2-3,1-2-3-4,4-2-1-3,1-4-3-2,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-2,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, form a paragraph when placed in the correct order. Rearrange them into the most logical sequence.

1. This layer traps heat and keeps the surface warm enough for liquid water.
2. The atmosphere of a planet is the blanket of gases held by its gravity.
3. Without it, the same surface would swing between scorching days and freezing nights.
4. On our world that blanket is mostly nitrogen with a smaller share of oxygen.

**Select the correct order.**",,160,,,,1,,2-4-1-3,2-1-4-3,4-2-1-3,2-3-1-4,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-3,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, form a paragraph when placed in the correct order. Rearrange them into the most logical sequence.

1. She began by sorting the beans by size before the roasting could start.
2. A small cafe decided to roast its own coffee for the first time.
3. Only then did the owner adjust the heat to bring out the flavour.
4. Uneven beans, she knew, would scorch and cook at different rates.

**Select the correct order.**",,160,,,,1,,2-1-4-3,2-3-1-4,1-4-2-3,2-4-1-3,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-4,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, form a paragraph when placed in the correct order. Rearrange them into the most logical sequence.

1. Early maps of the region were drawn mostly from travellers' rough sketches.
2. As a result, coastlines were often placed dozens of miles from their true position.
3. Later surveys with proper instruments corrected many of these old errors.
4. Today satellites fix the same coastlines to within a few metres.

**Select the correct order.**",,160,,,,4,,3-1-2-4,1-3-2-4,1-2-4-3,1-2-3-4,,,VARC/para-jumble,0.5
VARC,VARC-SUMMARY-1,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Libraries once measured their worth by how many books they owned, but many now judge themselves by how well they connect people to information wherever it lives. A modern library lends digital files, offers work and meeting space, and guides visitors through vast online collections it does not physically hold. The building still matters, yet its main job has shifted from storing objects to giving access.

**Which option best summarises the paragraph?**",,130,,,,1,,Libraries now judge their worth by how well they connect people to information rather than by how many books they own.,Modern libraries lend out digital files and provide quiet meeting rooms as well as long shelves of printed books for their many visitors.,"Libraries no longer need any physical building at all, since nearly every part of their collection is now stored and read online.",The sheer number of books that a library owns remains the clearest and most reliable measure of how useful it truly is.,,,VARC/summary,0
VARC,VARC-SUMMARY-2,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Sleep is often treated as lost time, yet the brain stays busy during it. While a person rests, the brain sorts through the day's experiences, strengthens useful memories and clears away waste that builds up during waking hours. Far from being idle, sleep is active maintenance that keeps the mind working well the next day.

**Which option best summarises the paragraph?**",,150,,,,4,,Sleep feels like wasted time to most people because nothing worth measuring ever happens inside the resting brain.,People who sleep for longer will always think faster and remember far more facts than those who choose to sleep much less.,During each period of sleep the brain quietly strengthens the useful memories a person has formed across the whole of the previous day.,Sleep is not lost time but active brain upkeep that sorts memories and clears waste to keep the mind sharp.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-3,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Fixing a bicycle taught the student more than any lecture had. By taking the gears apart and putting them back together, she saw how each part depended on the others in a way diagrams had never made clear. The lesson was not really about bicycles; it was that handling something directly can reveal what mere description leaves hidden.

**Which option best summarises the paragraph?**",,150,,,,3,,Bicycles are surprisingly complicated machines whose many gears turn out to depend on one another in unexpected ways.,The student slowly learned how to take the gears of a bicycle apart and then reassemble them correctly during her afternoon repair.,Handling a real object directly can reveal how its parts relate in ways that descriptions and diagrams cannot.,Lectures and diagrams are quite useless for teaching almost anything and should be replaced entirely by hands-on practice sessions.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-4,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

A town worried about litter tried fines for a year with little effect. It then placed more bins and painted cheerful footpaths leading to them, and litter fell sharply. The change suggested that making the right action easy and inviting often works better than simply punishing the wrong one.

**Which option best summarises the paragraph?**",,150,,,,2,,Fines can never change the way the public behaves and ought to be abolished by every town that seriously hopes to stay clean.,Making a desired action easy and inviting can cut a problem more than punishing the unwanted behaviour does.,The town first tried out fines for a full year before it finally decided to add many more bins around its busy streets.,The town carefully painted a set of cheerful footpaths that were meant to guide residents toward its newly installed litter bins.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-5,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Maps always leave things out, and that is their strength. A useful subway map ignores true distances and street layouts so that riders can see the lines and stops at a glance. By dropping detail that would only clutter the task at hand, a good map makes the information that matters easy to read.

**Which option best summarises the paragraph?**",,150,,,,4,,Maps that leave out any information are basically misleading and cannot really be trusted for any kind of serious purpose.,Subway riders simply need to see the coloured lines and the stops so that they can plan their daily journeys across the city.,Subway maps very deliberately ignore both the true distances between stations and the real layout of the streets above them.,"A good map is useful because it leaves out detail that would clutter the task, showing only what matters.",,,VARC/summary,0.5
DILR,DILR-1,1,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five runners, Neha, Omar, Priya, Rahul and Sana, finished a road race in positions one (first) through five (last), with no ties.

- Omar finished last.
- Priya finished immediately before Rahul.
- Neha finished ahead of both Priya and Sana.
- Sana did not finish fourth.

**Who finished in second place?**",,200,,,,1,,Sana,Priya,Neha,Rahul,,,DILR/logic-tournament,0.5
DILR,DILR-1,2,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five runners, Neha, Omar, Priya, Rahul and Sana, finished a road race in positions one (first) through five (last), with no ties.

- Omar finished last.
- Priya finished immediately before Rahul.
- Neha finished ahead of both Priya and Sana.
- Sana did not finish fourth.

**Who finished in fourth place?**",,190,,,,3,,Priya,Sana,Rahul,Omar,,,DILR/logic-tournament,0.5
DILR,DILR-1,3,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five runners, Neha, Omar, Priya, Rahul and Sana, finished a road race in positions one (first) through five (last), with no ties.

- Omar finished last.
- Priya finished immediately before Rahul.
- Neha finished ahead of both Priya and Sana.
- Sana did not finish fourth.

**How many runners finished between Sana and Omar?**",,200,,,,4,,Three,Zero,One,Two,,,DILR/logic-tournament,0.5
DILR,DILR-2,1,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four teams, Falcons, Hawks, Owls and Ravens, took part in a quiz. Their final scores were the four distinct values 30, 40, 50 and 60 points, in some order.

- The Hawks scored exactly 20 points more than the Owls.
- The Ravens outscored the Falcons.
- The Falcons did not finish with the lowest score.

**Which team won the quiz with the highest score?**",,210,,,,3,,Hawks,Owls,Ravens,Falcons,,,DILR/logic-quiz-scores,0.5
DILR,DILR-2,2,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four teams, Falcons, Hawks, Owls and Ravens, took part in a quiz. Their final scores were the four distinct values 30, 40, 50 and 60 points, in some order.

- The Hawks scored exactly 20 points more than the Owls.
- The Ravens outscored the Falcons.
- The Falcons did not finish with the lowest score.

**How many points did the Falcons score?**",,200,,,,1,,40,30,60,50,,,DILR/logic-quiz-scores,0.5
DILR,DILR-2,3,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Four teams, Falcons, Hawks, Owls and Ravens, took part in a quiz. Their final scores were the four distinct values 30, 40, 50 and 60 points, in some order.

- The Hawks scored exactly 20 points more than the Owls.
- The Ravens outscored the Falcons.
- The Falcons did not finish with the lowest score.

**What is the difference between the highest and the lowest team scores?**",,205,,,,1,,30,10,20,60,,,DILR/logic-quiz-scores,0.5
DILR,DILR-3,1,mcsc,markdown,"**Study the data given below and answer the question that follows.**

A regional juice company sells three flavours, Mango, Guava and Litchi, at four riverside kiosks named P, Q, R and S. Table 1 gives the number of bottles sold and Table 2 gives the selling price of each bottle. All bottle counts are in thousands of bottles; all prices are in rupees per bottle; revenue = bottles sold x price per bottle, so each revenue figure comes out in thousands of rupees.

Table 1: Bottles sold (in thousands)

| Flavour | P | Q | R | S |
|---|--:|--:|--:|--:|
| Mango | 12 | 8 | 10 | 6 |
| Guava | 5 | 9 | 7 | 4 |
| Litchi | 8 | 6 | 5 | 9 |

Table 2: Price per bottle (in rupees)

| Flavour | P | Q | R | S |
|---|--:|--:|--:|--:|
| Mango | 25 | 25 | 30 | 30 |
| Guava | 20 | 20 | 20 | 20 |
| Litchi | 15 | 15 | 10 | 10 |

**How many bottles in total (in thousands) were sold at kiosk Q across all three flavours?**",,160,,,,2,,22 thousand,23 thousand,21 thousand,24 thousand,,,DILR/di-table,0.5
