section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
VARC,VARC-ODD-2,1,mcsc,markdown,"Five sentences are given below. Four of them combine to form a single coherent paragraph; one does not belong. Read the sentences and identify the misfit.

(1) When a folk tale passes from one teller to the next, small changes creep in with every retelling.
(2) A teller may drop a name, sharpen a joke, or shift the setting to a place the listeners know.
(3) Over generations these tiny edits accumulate into strikingly different versions of one story.
(4) Scholars can sometimes trace those versions back to a shared ancestor by comparing their fixed motifs.
(5) Printing presses lowered the price of books so sharply that private libraries became common.

**Which sentence is the odd one out?**",,150,,,,4,,(2),(1),(3),(5),(4),,VARC/odd-one-out,0.5
VARC,VARC-ODD-3,1,mcsc,markdown,"Five sentences are given below. Four of them combine to form a single coherent paragraph; one does not belong. Read the sentences and identify the misfit.

(1) A scientific model is deliberately simpler than the reality it represents, keeping only the features that matter for a given question.
(2) By stripping away detail, it lets researchers reason about a system that would otherwise be too tangled to follow.
(3) The value of a model therefore lies not in its completeness but in the useful predictions it yields.
(4) A model that reproduced every detail of the world would be as hard to understand as the world itself.
(5) A well-designed model can be tested against fresh observations and discarded the moment it fails to predict them.

**Which sentence is the odd one out?**",,200,,,,1,,(5),(2),(1),(3),(4),,VARC/odd-one-out,1
VARC,VARC-ODD-4,1,mcsc,markdown,"Five sentences are given below. Four of them combine to form a single coherent paragraph; one does not belong. Read the sentences and identify the misfit.

(1) A currency holds its value only because the people using it expect others to accept it tomorrow.
(2) That expectation is a shared belief, sustained by habit and by trust in the issuing authority.
(3) When the belief weakens, holders rush to spend, and prices climb faster than the notes can be printed.
(4) A sudden loss of confidence can thus unravel a currency long before any change in the goods it can buy.
(5) Central banks set interest rates to steer how much borrowing and lending take place across the economy.

**Which sentence is the odd one out?**",,200,,,,2,,(4),(5),(2),(1),(3),,VARC/odd-one-out,1
VARC,VARC-JUMBLE-1,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, have been jumbled. Arrange them to form a coherent paragraph.

1. Every autumn, millions of songbirds leave the cooling north for warmer southern feeding grounds.
2. To survive the journey, each bird nearly doubles its body weight by gorging on insects and berries beforehand.
3. This stored fat becomes the fuel that powers days of almost continuous flight.
4. Without it, a small migrant could not cross the wide deserts and seas that lie along the route.

**Select the correct order.**",,150,,,,4,,2134,1324,1243,1234,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-2,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, have been jumbled. Arrange them to form a coherent paragraph.

1. A public library began, in most towns, as a single donated room lined with second-hand books.
2. As demand grew, the room acquired a paid keeper who lent volumes and tracked their return.
3. That keeper slowly became a trained profession, with rules for cataloguing and preserving the collection.
4. Today those same rules underpin vast digital archives that no single room could ever hold.

**Select the correct order.**",,150,,,,4,,1324,1243,2134,1234,,,VARC/para-jumble,0.5
VARC,VARC-JUMBLE-3,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, have been jumbled. Arrange them to form a coherent paragraph.

1. Critics once dismissed the invention as a toy with no serious use.
2. Its defenders replied that the same had been said of the telephone in its first decade.
3. They pointed out that such judgements track familiarity, not the real limits of a device.
4. History, they argued, rarely rewards those who mistake a rough prototype for a finished tool.

**Select the correct order.**",,220,,,,2,,1324,1234,2134,1243,,,VARC/para-jumble,1
VARC,VARC-JUMBLE-4,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, have been jumbled. Arrange them to form a coherent paragraph.

1. A map must leave things out, for a chart that showed every detail would be useless.
2. Yet what it leaves out is never neutral, since each omission quietly reflects the mapmaker's priorities.
3. Such choices, repeated across thousands of maps, shape how a whole society pictures its own territory.
4. For this reason a map is best read not only as a guide but as an argument about what deserves notice.

**Select the correct order.**",,220,,,,3,,2134,1324,1234,1243,,,VARC/para-jumble,1
VARC,VARC-JUMBLE-5,1,mcsc,markdown,"The four sentences below, labelled 1 to 4, have been jumbled. Arrange them to form a coherent paragraph.

1. Silence in a conversation is often read as a gap, an awkward failure to keep talking.
2. In many cultures, however, it carries meaning as rich as any spoken reply.
3. There a considered pause signals respect, telling the other that the question deserved real thought.
4. To fill that pause too quickly can therefore seem not friendly but careless.

**Select the correct order.**",,220,,,,2,,1243,1234,2134,1324,,,VARC/para-jumble,1
VARC,VARC-SUMMARY-1,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Many species that appear wasteful are in fact insuring themselves against bad years. An oak may drop thousands of acorns although only a handful can ever grow into trees, because the surplus swamps the animals that eat them and guarantees that a few seeds survive in almost any season. What looks like extravagance is a hedge: by producing far more than the average conditions require, the tree buys protection against the years when conditions are worst.

**Which option best summarises the paragraph?**",,170,,,,1,,"Apparent overproduction in nature is often a safeguard, letting a species survive poor years by making far more offspring than good conditions alone would need.",Animals that feed on seeds are usually overwhelmed by the sheer number a plant produces and so fail to eat the entire crop.,Oak trees drop many thousands of acorns every single year even though almost none of those scattered acorns will ever manage to grow into a mature standing tree.,"Nature tends to be wasteful, and much of what living things produce serves no real purpose beyond simple excess.",,,VARC/summary,0.5
VARC,VARC-SUMMARY-2,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

A new road built to relieve congestion often ends up just as crowded as before. The extra capacity lowers the effective cost of driving, so people who once avoided the trip, took the train, or travelled at odd hours now join the traffic. Within a few years the freed-up space fills again, and the promised relief quietly disappears even though the road itself was built exactly as planned.

**Which option best summarises the paragraph?**",,170,,,,2,,"Roads are frequently built exactly to their original plans, yet the traffic engineers still misjudge how drivers will respond.","Adding road capacity tends to attract new trips that fill the space, so the expected easing of congestion often fails to last.",Traffic congestion is one of the most stubborn and expensive problems that fast-growing modern cities are forced to confront.,People who used to take the train will switch to driving as soon as a wider and more convenient road becomes available to them.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-3,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Learning a second language as an adult rarely produces a flawless accent, yet the effort is far from wasted. Even partial fluency reshapes how the learner hears speech, sharpens attention to grammar in the first language, and opens doors to texts and people that were closed before. The goal need not be to pass as a native; the practical and mental gains arrive long before that distant point.

**Which option best summarises the paragraph?**",,170,,,,3,,Studying grammar in a new language happens to sharpen a learner's awareness of the grammar of their own first language.,Reaching the fluent level of a genuine native speaker is really the one true and proper measure of success for anyone setting out to learn a new foreign language.,"Adult language learning brings real practical and mental benefits well before fluency, so a perfect accent need not be the aim.",Adults who study a second language almost never manage to acquire an accent that a native speaker would accept as flawless.,,,VARC/summary,0.5
VARC,VARC-SUMMARY-4,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

Rating systems promise to guide us toward quality, but a high average can mislead as easily as it informs. A product reviewed by only a dozen buyers may score higher than a rival reviewed by thousands, not because it is better but because a small sample swings more wildly. Worse, the people who bother to rate are rarely typical: the delighted and the furious speak up while the merely satisfied stay silent. A score, then, summarises not the product alone but the peculiar crowd that chose to judge it, and reading it wisely means asking who did the rating before trusting what they said.

**Which option best summarises the paragraph?**",,240,,,,4,,A product judged by only a handful of reviewers can post a higher average than a rival that thousands of buyers have carefully rated.,"Rating systems were originally designed to steer ordinary shoppers toward higher quality goods, and for the most part they seem to carry out that useful task quite reliably.",People who feel delighted or furious about a purchase are much more likely to leave a review than those who feel merely satisfied.,"Average ratings can mislead because small samples fluctuate and reviewers are unrepresentative, so a score reflects who rated as much as the product.",,,VARC/summary,1
VARC,VARC-SUMMARY-5,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

We tend to praise the lone inventor, but most breakthroughs are less a single leap than a last step. By the time a discovery is announced, dozens of others have usually reached the same threshold, held back only by a missing tool or an unasked question. The celebrated name is often simply the one who arrived days ahead, or who framed the result in words the age was ready to hear. To credit a single mind, then, is to mistake the visible tip of a long collective effort for the whole of it.

**Which option best summarises the paragraph?**",,240,,,,2,,"The lone individual inventor still fully deserves the praise that we give, because framing a raw result in exactly the right words is itself the single hardest part of any discovery.","Great discoveries are usually the final step of a wide shared effort, so crediting one inventor mistakes a visible moment for the whole.",A breakthrough is frequently delayed by nothing more than a missing instrument or a question that no one has yet thought to ask.,Whoever announces a discovery first has often arrived only a few days ahead of several rivals working on the very same problem.,,,VARC/summary,1
VARC,VARC-SUMMARY-6,1,mcsc,markdown,"**Read the paragraph given below and answer the question that follows.**

A law that everyone quietly ignores can be more corrosive than no law at all. When a rule is kept on the books but never enforced, it does not simply lie dormant; it teaches citizens that the written word and the real world need not match. Each unpunished breach makes the next one easier to excuse, and over time the habit of selective obedience spreads to rules that were meant to bind. The damage lies less in the single ignored statute than in the lesson it spreads about how seriously any law should be taken.

**Which option best summarises the paragraph?**",,240,,,,2,,"Once one violation of a statute goes unpunished, excusing the next similar violation becomes noticeably easier to justify.","An unenforced law erodes respect for law in general, because tolerating its breach teaches that rules need not be obeyed.",Lawmakers should take care to repeal statutes they no longer intend to enforce rather than leaving them on the books.,A rule that stays on the books without ever being enforced does not vanish but quietly remains available for later use.,,,VARC/summary,1
DILR,DILR-1,1,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five employees, Mira, Omar, Priya, Rehan and Sana, sit at a row of five desks numbered 1 to 5 from left to right. Each works in exactly one of five departments (Finance, Legal, Sales, Tech, HR), and each has a distinct number of years of experience drawn from 2, 4, 6, 8 and 10.

- The Finance employee sits immediately to the left of the Legal employee.
- Priya has more experience than exactly three of her colleagues.
- The Tech employee has the least experience.
- Omar sits at desk 3 and works in Finance.
- Sana has exactly 4 years more experience than the Sales employee, and Sana does not work in Sales.
- The employee at desk 1 has 6 years of experience.
- Mira sits somewhere to the right of Rehan.
- The HR employee sits at desk 5.
- The Legal employee has 8 years of experience.

**Which employee sits at desk 4?**",,360,,,,3,,Sana,Mira,Priya,Omar,,,DILR/logic-tournament,1
DILR,DILR-1,2,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five employees, Mira, Omar, Priya, Rehan and Sana, sit at a row of five desks numbered 1 to 5 from left to right. Each works in exactly one of five departments (Finance, Legal, Sales, Tech, HR), and each has a distinct number of years of experience drawn from 2, 4, 6, 8 and 10.

- The Finance employee sits immediately to the left of the Legal employee.
- Priya has more experience than exactly three of her colleagues.
- The Tech employee has the least experience.
- Omar sits at desk 3 and works in Finance.
- Sana has exactly 4 years more experience than the Sales employee, and Sana does not work in Sales.
- The employee at desk 1 has 6 years of experience.
- Mira sits somewhere to the right of Rehan.
- The HR employee sits at desk 5.
- The Legal employee has 8 years of experience.

**The employee with 10 years of experience works in which department?**",,330,,,,1,,HR,Finance,Sales,Legal,,,DILR/logic-tournament,1
DILR,DILR-1,3,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five employees, Mira, Omar, Priya, Rehan and Sana, sit at a row of five desks numbered 1 to 5 from left to right. Each works in exactly one of five departments (Finance, Legal, Sales, Tech, HR), and each has a distinct number of years of experience drawn from 2, 4, 6, 8 and 10.

- The Finance employee sits immediately to the left of the Legal employee.
- Priya has more experience than exactly three of her colleagues.
- The Tech employee has the least experience.
- Omar sits at desk 3 and works in Finance.
- Sana has exactly 4 years more experience than the Sales employee, and Sana does not work in Sales.
- The employee at desk 1 has 6 years of experience.
- Mira sits somewhere to the right of Rehan.
- The HR employee sits at desk 5.
- The Legal employee has 8 years of experience.

**Suppose Omar and Priya exchange only their departments, keeping their desks and their years of experience unchanged. Which statement would then become true?**",,400,,,,2,,The Tech employee would end up with the most experience overall.,The Finance and Legal employees would no longer sit adjacently.,The employee at desk 1 would then work in the Legal department.,Exactly two of the five employees would then share one department.,,,DILR/logic-tournament,1
DILR,DILR-1,4,mcsc,markdown,"**Read the information given below and answer the question that follows.**

Five employees, Mira, Omar, Priya, Rehan and Sana, sit at a row of five desks numbered 1 to 5 from left to right. Each works in exactly one of five departments (Finance, Legal, Sales, Tech, HR), and each has a distinct number of years of experience drawn from 2, 4, 6, 8 and 10.

- The Finance employee sits immediately to the left of the Legal employee.
- Priya has more experience than exactly three of her colleagues.
- The Tech employee has the least experience.
- Omar sits at desk 3 and works in Finance.
- Sana has exactly 4 years more experience than the Sales employee, and Sana does not work in Sales.
- The employee at desk 1 has 6 years of experience.
- Mira sits somewhere to the right of Rehan.
- The HR employee sits at desk 5.
- The Legal employee has 8 years of experience.

**What is the combined experience, in years, of the Finance employee and the Legal employee?**",,300,,,,1,,12,16,10,14,,,DILR/logic-tournament,1
